strongNumber,hebWord,lang,etymComplete,etymDesc,variants,morphology,heading,entrycontent,phonemes,multiarticle
136,אֲדֹנָי,H,113+אדון אדון,forme emphatique de H113,,N-M,Seigneur,"1) mon seigneur, seigneur<br>  1a) d'un homme<br>  1b) de Dieu<br>2) titre donné au lieu de Yahvé par les Juifs, en signe de révérence",ʾădōnāy,
137,אֲדֹנִי־בֶ֫זֶק,H,113+אדון אדון|966+בזק,vient De H113 et H966,,N_N-M-P,Adoni-Bézek,"Adoni-Bézek = ""mon Seigneur est Bézek"" = ""seigneur des éclairs""<br>1) roi de la ville Cananéenne de Bézek, tué par les Israélites",ʾădōnī-vezeq,
138,אֲדֹנִיָּ֫הוּ,H,113+אדון אדון|3050+יה,vient De H113 et H3050,,N_N-M-P,Adonija,"Adonija = ""Yahvé est seigneur""<br>1) quatrième fils de David et rival de Salomon pour le trône<br>2) Lévite envoyé par Josaphat pour enseigner la loi<br>3) un chef du peuple qui coopéra avec Néhémie",ʾădōniyyāhū,
139,אֲדֹנִי־צֶ֫דֶק,H,113+אדון אדון|6664+צדק,vient De H113 et H6664,,N_N-M-P,Adoni-Tsédek,"Adoni-Tsédek = ""mon seigneur est juste""<br>1) roi Cananéen tué par Josué",ʾădōnī-ṣedeq,
140,אֲדֹנִיקָם,H,113+אדון אדון|6965+קום,vient De H113 et H6965,,N_N-M-P,Adonikam,"Adonikam = ""mon seigneur s'est levé ""<br>1) le chef d'un clan Israélite qui retourna de l'exil",ʾădōnīqām,
141,אֲדֹנִירָם,H,113+אדון אדון|7311+רום,vient De H113 et H7311,,N_N-M-P,Adoniram,"Adoniram = ""le seigneur est exalté ""<br>1) un des intendants de Salomon",ʾădōnīrām,
142,אָדַר,H,,racine primaire,,V,magnifique,"1) être grand, majestueux, sage, noble poétique",ʾādar,
143,אֲדָר,H,,probablement dérivation étrangère,,N_N--T,Adar,"Adar = ""glorieux"", ""aire"", ""dieu du feu""<br>1) douzième mois, correspondant à nos mois Mars - Avril",ʾădār,
144,אֲדָר,A,143+אדר,(araméen) correspondant à H143,,N_N--T,Adar,"Adar = ""glorieux"", ""aire"" assyro-babylonien addaru : sombre, nuageux<br>1)) 12 ème mois de l'année juive (mars ou avril)",ʾădār,
145,אֶ֫דֶר,H,142+אדר,vient de H142,,N,magnifique,"1) gloire, magnificence<br>2) manteau, vêtement large",ʾeder,
146,אַדָּר,H,142+אדר,vient de H142,,N_N-M-P;N_N--L,Addar,"Addar (ou Adar) = ""glorieux"", ""aire""<br>1) fils de Béla<br>2) ville de Juda près d'Edom, frontière méridionale de la Palestine",ʾaddār,
147,אִדַּר,A,142+אדר,(araméen) vient d'une racine correspondant à H142,,N-F,aire,1) aire de battage de la moisson,ʾiddar,
148,אֲדַרְגָּזֵר,A,147+אדר|1505+גזר,"(araméen) vient de H147, et H1505",,N-M,grands juges,"1) juge, conseiller",ʾădargāzēr,
149,אַדְרַזְדָּא,A,,(araméen) probablement origine Perse,,ADV,ponctuellement,"1) correctement, exactement, sérieusement",ʾadrazdāʾ,
150,אֲדַרְכֹּן,H,,d'origine Perse,,N-M,dariques,"1) drachme, darique - unité de poids et valeur (en monnaie d'or) égale à 128 grains ou 4,32 grammes",ʾădarkōn,
151,אֲדֹרָם,H,141+אדונירם,"forme raccourcie de H141, Adoniram",,N_N-M-P,Adoram,"Adoram = ""mon Seigneur est exalté ""<br>1) un intendant de David<br>2) un intendant de Roboam",ʾădōrām,
152,אַדְרַמֶּ֫לֶךְ,H,142+אדר|4428+מלך,vient De H142 et H4428,,N_N-M-P;N_N-M-T,Adrammélec,"Adrammélec = "" (le dieu) Adar est roi"" = ""la magnificence du roi""<br>1) idole ou dieu de Sepharvaïm, introduit en Israël par Salmanasar le cinquième<br>2) fils et meurtrier de Sanchérib",ʾadrammelex,
153,אֶדְרַע,A,1872+דרע,(araméen) variante orthographique pour H1872,,N-F,par violence,"1) fort, force, arme, pouvoir, puissance, violence",ʾedraʿ,
154,אֶדְרֶ֫עִי,H,153+אדרע,vient d'un équivalent de H153,,N_N--L,édréi,"édréi = ""bon pâturage"", ""fort"", ""bras""<br>1) capitale de Basan, au nord du fleuve Jabbok",ʾedreʿī,
155,אַדֶּ֫רֶת,H,117+אדיר,féminin de H117,,N-F,manteau,"1) gloire, manteau<br>  1a) gloire, magnificence (d'une vigne, d'un bétail)<br>  1b) manteau, fait de fourrure ou matériau fin<br>     1b1) vêtement de prophète",ʾadderet,
156,אָדַשׁ,H,,racine primaire,,V,bat,"1) battre le blé, fouler aux pieds, piétiner",ʾādaš,
157,אָהֵב,H,,racine primaire,,V,aimer,"1) aimer<br>  1a) amour humain pour d'autres, familial ou sexuel<br>  1b) amour humain pour quelque chose: nourriture, boisson, sommeil<br>  1c) amour pour Dieu<br>  1d) amour de Dieu pour les hommes, comme individus, comme peuple",ʾāhēv,
158,אַ֫הַב,H,157+אהב אהב,vient de H157,,N-M,amours,1) amours (seulement au pluriel)<br>2) (TWOT) amour,ʾahav,
159,אֹ֫הַב,H,156+אדשׁ,vient de H156,,N-M,volupté,1) objet aimé<br>2) (TWOT) amour,ʾōhav,
160,אַהֲבָה,H,158+אהב,vient de H158,,N-F,amour,1) amour<br>  1a) humain pour un sujet humain<br>2) amour de Dieu pour son peuple,ʾahăvā,
161,אֹ֫הַד,H,,vient d'une racine du sens d'être uni,,N_N-M-P,Ohad,"Ohad = ""puissant"", ""qui réunit"", ""qui lie""<br>1) fils de Siméon et petit-fils de Jacob",ʾōhad,
162,אֲהָהּ,H,,apparemment mot primaire exprimant la peine par exclamation,,INJ,Ah,1) ah! Malheur! hélas! ...,ʾăhāh,
163,אַהֲוָא,H,,probablement origine étrangère,,N_N--L,Ahava,"Ahava = ""Je subsisterai"", ""ruisseau""<br>1) ville ou lieu en Babylonie",ʾahăwāʾ,
164,אֵהוּד,H,161+אוהד,vient du même mot que H161,,N_N-M-P,éhud,"contraction de Abihud ? éhud = ""Je remercierai: je serai loué "" = ""uni, non divisé, fort"" dans (1 Chroniques 8.6) seulement<br>1)) Benjamite juge d'Israël, libérateur d'Israël de Moab<br>2) un autre Benjamite, fils de Bilhan (1 Chroniques 8.6)",ʾēhūd,
165,אֱהִי,H,346+איה,apparemment variante orthographique pour H346,,ADV,où,1) où,ʾĕhī,
166,אָהַל,H,,une racine primaire,,V,brillante,"1) être clair, briller, brillant",ʾāhal,
167,אָהַל,H,168+אוהל,vient de H168,,V,dresser sa tente,"1) dresser, lever, déplacer une tente",ʾāhal,
168,אֹ֫הֶל,H,166+אהל,vient de H166,,N-M,tente,"1) tente<br>  1a) du nomade, et symboliquement vie au désert<br>  1b) demeure, maison, habitation<br>  1c) la tente de l'éternel (le tabernacle)",ʾōhel,
169,אֹ֫הֶל,H,168+אוהל,même mot que H168,,N_N-M-P,Ohel,"Ohel = ""tente"", ""famille""<br>1) fils de Zorobabel",ʾōhel,
170,אׇהֳלָה,H,168+אוהל,"forme de H168, mais en fait pour ""Oholahh"" (o-hol-aw')",,N_N-F-P,Ohola,"Ohola = ""sa propre tente""<br>1) Samarie comme adultère avec l'Assyrie (métaphorique)",ʾohŏlā,
171,אׇהֳלִיאָב,H,168+אוהל|1+אב,vient De H168 et H1,,N_N-M-P,Oholiab,"Oholiab = ""la tente du père""<br>1) assistant de Betsaleel dans la construction du tabernacle",ʾohŏlīʾāv,
172,אׇהֳלִיבָה,H,168+אוהל,vient de H168,,N_N-F-P,Oholiba," Oholiba = ""la femme de la tente""<br>1) (métaphorique) Jérusalem épouse adultère de l'éternel",ʾohŏlīvā,
173,אׇהֳלִיבָמָה,H,168+אוהל|1116+במה,vient De H168 et H1116,,N_N-F-P,Oholibama,"Oholibama = ""tente du haut lieu""<br>1) épouse d'Esaï<br>2) chef d'Edom",ʾohŏlīvāmā,
174,אָהָל,H,,d'origine étrangère,,N-F,aloès,"1) aloès (arbre, parfum)",ʾāhāl,
175,אַהֲרֹן,H,,dérivation incertaine,,N_N-M-P,Aaron,"Aaron = ""haut placé ou éclairé ""<br>1) Frère aîné de Moïse, un Lévite et le premier souverain sacrificateur.",ʾahărōn,
176,אוֹ,H,185+אוה,forme courte de H185,"אוֹ, אוֹ",CONJ|N-M,ou,"1) ou<br>  1a) impliquant que le dernier choix est meilleur<br>  1b) introduction d'un exemple à voir sur un principe particulier<br>  1c) (en série) soit ... ou, si ... ou<br>  1d) excepté, ou sinon",ʾō,m
177,אוּאֵל,H,176+או או|410+אל,vient De H176 et H410,,N_N-M-P,Uel,"Uel = ""volonté de Dieu""<br>1) fils de Bani, qui renvoya son épouse étrangère au temps d'Esdras",ʾūʾēl,
178,אוֹב,H,1+אב,vient du même mot que H1 (idée de bavarder avec un ancêtre),,N-M,morts,"1) outre en peau pour l'eau<br>2) celui qui évoque les morts, l'esprit d'un mort, revenant",ʾōv,
179,אוֹבִיל,H,56+אבל,vient probablement de H56,,N_N-M-P,Obil,"Obil = ""conducteur de chameau""<br>1) responsable des chameaux de David",ʾōvīl,
180,אוּבַל,H,2986+יבל|2988+יבל,vient De H2986 (dans le sens de H2988),,N-M,fleuve,"1) courant, fleuve, rivière, ruisseau",ʾūval,
181,אוּד,H,,vient d'une racine du sens de râteler,,N-M,tison,"1) tison, braise",ʾūd,
182,אוֹדָה,H,181+אוד,vient du même mot que H181,,N-F,à cause,"1) cause<br>  1a) cause, raison de, l'occasion de",ʾōdā,
183,אָוָה,H,,une racine primaire,,V,désir,"1) désirer, incliner, convoiter, souhaiter, vouloir ... (nourriture, boisson, appétits corporels)",ʾāwā,
184,אָוָה,H,,une racine primaire,,V,tracerez,"1) signer, marquer, décrire avec une marque<br>  1a) mesurer, tracer",ʾāwā,
185,אַוָּה,H,183+אוה,vient de H183,,N-F,désir,"1) désirer, vouloir (pas nécessairement en mal)",ʾawwā,
186,אוּזַי,H,5813+עוזי,peut-être par permutation pour H5813,,N_N-M-P,Uzaï,"Uzaï = ""je serai arrosé "", ""rapidité de l'éternel""<br>1) un Judéen, un des réparateurs des murs de Jérusalem",ʾūzay,
187,אוּזָל,H,,dérivation incertaine,,N_N-M-P,Uzal,"Uzal = ""je serai inondé "" voir aussi définition <a href=""strong-hebreu-235.html"" title=""Strong hébreu 0235"">0235</a><br>1) sixième fils de Jokthan",ʾūzāl,
188,אוֹי,H,183+אוה,vient probablement De H183 (sens de crier),,INJ,malheur,1) malheur! hélas! oh!<br>  1a) cri passionné de chagrin ou de désespoir,ʾōy,
189,אֱוִי,H,183+אוה,vient probablement de H183,,N_N-M-P,évi,"évi = ""désir, convoitise""<br>1) un des cinq chefs de Madian",ʾĕwī,
190,אוֹיָה,H,188+אוי,vient de H188,,INJ,Malheureux,1) malheureux!,ʾōyā,
191,אֱוִיל,H,,vient d'une racine (du sens d'être entêté),,A-M,insensé ,"1) être fou, sot<br>  1a) celui qui manque de sagesse, qui est licencieux",ʾĕwīl,
192,אֱוִיל מְרֹדַךְ,H,,"dérivation de l'Araméen, du sens possible de soldat de Merodac",,N_N-M-P,évil-Merodac,"évil-Merodac = ""homme de Merodac"" = ""insensé du carnage""<br>1) fils et successeur de Nebucadnetsar, roi de l'empire Néo-Babylonien 560 Av. JC",ʾĕwīl mᵊrōdax,
193,אוּל,H,,"vient d'une racine du sens de tordre, c'est à dire être fort","אוּל, אוּל",N-M,grands,"1) pré éminence<br>  1a) du corps, ventre (méprisant)<br>  1b) de nobles, hommes riches",ʾūl,m
194,אוּלַי,H,176+או או,vient de H176,,ADV,peut-être,"1) peut-être, par hasard<br>2) si d'aventure<br>3) à moins que ... ne<br>4) supposer",ʾūlay,
195,אוּלַי,H,,dérivation du Perse,,N_N--L,Ulaï,"Ulaï = ""mes chefs (puissants)"", ""eau boueuse""<br>1) fleuve d'Elam",ʾūlay,
196,אֱוִלִי,H,191+אויל,vient de H191,,A,insensé,"1) sot, insensé",ʾĕwilī,
197,אוּלָם,H,481+אלם,vient De H481 (sens de silence),,N-M,portique,"1) portique, vestibule<br>  1a) du temple de Salomon<br>  1b) du palais de Salomon<br>  1c) du temple de la vision d'Ezéchiel",ʾūlām,
198,אוּלָם,H,481+אלם,vient apparemment De H481 (sens de mutisme),,N_N-M-P,Ulam,"Ulam = ""solitaire""<br>1) un Manassite<br>2) un Benjamite de la famille de Saïl",ʾūlām,
199,אוּלָם,H,194+אולי אולי,apparemment variante de H194,,ADV,mais,"1) mais, mais en effet<br>2) cependant, néanmoins",ʾūlām,
200,אִוֶּ֫לֶת,H,191+אויל,vient du même mot que H191,,N-F,folie,"1) folie, sottise",ʾiwwelet,
201,אוֹמָר,H,559+אמר,vient de H559,,N_N-M-P,Omar,"Omar = ""orateur"", "" éloquent"", ""montagnard"", ""qui est dessus""<br>1) petit-fils d'Esaï",ʾōmār,
202,אוֹן,H,205+און,vient probablement du même mot que H205 (sens d'effort avec succès),,N-M,force,1) vigueur générant le pouvoir<br>2) richesse<br>3) force physique des hommes,ʾōn,
203,אוֹן,H,202+און,même mot que H202,,N_N-M-P,On,"On = ""richesse"" ou ""force, vigueur""<br>1) un chef de la tribu de Ruben",ʾōn,
204,אֹן,H,,vient d'un mot égyptien,,N_N--L,On,"On = ""lumière"", ""soleil""<br>1) ville de Basse égypte, siège principal du culte solaire, appelée Héliopolis par les Grecs",ʾōn,
205,אָ֫וֶן,H,,"vient d'une racine peut-être du sens de haleter, mais en vain",,N-M,iniquité,"1) malheur, méchanceté, douleur<br>  1a) idolâtrie",ʾāwen,
206,אָ֫וֶן,H,205+און,même mot que H205,,N_N--L,Aven,"Aven = ""vanité "", ""vide, néant""<br>1) nom utilisé pour des lieux d'adoration idolâtre<br>  1a) cité d'Egypte, peut-être On (Ezéchiel 30.17)<br>  1b) Beth-Aven avec l'adoration du veau (Osée 10.8)<br>  1c) ville ou région de Syrie (Amos 1.5)",ʾāwen,
207,אוֹנוֹ,H,202+און,prolongation de H202,,N_N--L,Ono,"Ono = ""fort""<br>1) cité de Benjamin<br>2) une vallée (d'artisans)",ʾōnō,
208,אוֹנָם,H,209+אונן,variante de H209,,N_N-M-P,Onam,"Onam = ""fort, riche"", ""lassitude, iniquité ""<br>1) Horien, petit-fils de Séir<br>2) chef de Juda, descendant de Jerachmeel",ʾōnām,
209,אוֹנָן,H,207+אונו אונו,variante de H207,,N_N-M-P,Onan,"Onan = ""vigoureux"", ""lassitude"", ""iniquité ""<br>1) fils de Juda et d'une Cananéenne, tué par Dieu pour ne pas avoir respecté le commandement lévitique d'assurer une postérité à la femme de son frère",ʾōnān,
210,אוּפָז,H,211+אופיר אופיר אופר,peut-être une modification de H211,,N_N--L,Uphaz,"Uphaz = "" île d'or fin""<br>1) un lieu célèbre pour son ou (site inconnu)",ʾūfāz,
211,אוֹפִיר,H,,dérivation incertaine,,N_N--L;N_N-M-P,Ophir,"Ophir = ""débarrassé des cendres"", ""abondance"", ""richesse""<br>1) onzième fils de Jokthan<br>2) lieu de l'Arabie du sud sur la route du commerce de Salomon où l'or était raffiné<br>3) caractéristique de l'or fin",ʾōfīr,
212,אוֹפָן,H,,vient d'une racine du sens de tourner,,N-M,roue,"1) roue<br>  1a) roue de char<br>  1b) roue de la vision d'Ezéchiel<br>  1c) roues des dix bases dans le temple de Salomon<br>2) à propos, convenable",ʾōfān,
213,אוּץ,H,,une racine primaire,,V,se hâter,"1) se presser, être pressé, faire en hâte, être étroit",ʾūṣ,
214,אוֹצָר,H,686+אצר,vient de H686,,N-M,trésor,"1) trésor, magasin de stockage<br>  1a) trésor (or, argent, etc)<br>  1b) magasin, provision de nourriture ou boisson<br>  1c) arsenal (fig: armurerie de Dieu)<br>  1d) réservoirs (de Dieu pour pluie, neige, vent ...)",ʾōṣār,
215,אוֹר,H,,une racine primaire,,V,éclairer,"1) être ou devenir brillant, lumière<br>  1a) (devenir lumière: le jour qui paraît<br>  1b) la lumière du soleil",ʾōr,
216,אוֹר,H,215+אור,vient de H215,,N-F,lumière,"1) lumière<br>  1a) lumière du jour<br>  1b) lumière des luminaires célestes (lune, étoiles)<br>  1c) crépuscule<br>  1d) lumière du jour, d'une lampe, de la vie<br>  1e) lumière de la prospérité, de l'instruction, du visage<br>  1f) l'éternel comme lumière d'Israël",ʾōr,
217,אוּר,H,215+אור,vient de H215,"אֻרִים, אוּר",N-M,feu,"1) flamme, lumière du feu",ʾūr,
218,אוּר,H,217+אור,même mot que H217,"אוּר, אוּר",N_N-M-P|N_N--L,Ur,"Ur = ""flamme"", "" éclat"", ""feu""<br>1) ville du sud de la Babylonie, cité des Chaldéens, centre de l'adoration de la lune, demeure du père d'Abraham, et point de départ de la migration d'Abraham vers la Mésopotamie et Canaan",ʾūr,m
219,אוֹרָה,H,216+אור,féminin de H216,"אוֹרָה, אוֹרָה",N-F,herbes,1) lumière<br>2) lumière de joie et bonheur (figuré),ʾōrā,m
220,אֲוֵרָה,H,723+אורוה אריה,par transposition pour H723,,N-F,étables,"1) mangeoire, stalle, étable, crèche",ʾăwērā,
221,אוּרִי,H,217+אור,vient de H217,,N_N-M-P,Uri,"Uri = ""ardent, lumière""<br>1) un prince de Juda, fils de Hur, utilisé par Dieu pour préparer le tabernacle<br>2) père d'un intendant de Salomon en Galaad<br>3) un portier du temps d'Esdras qui avait une épouse étrangère",ʾūrī,
222,אוּרִיאֵל,H,217+אור|410+אל,vient De H217 et H410,,N_N-M-P,Uriel,"Uriel = ""El (Dieu) est ma lumière""<br>1) Lévite de la famille de Kehath à l'époque de David<br>2) grand-père maternel d'Abija",ʾūrīʾēl,
223,אוּרִיָּה,H,217+אור|3050+יה,vient De H217 et H3050,"אוּרִיָּ֫הוּ, אוּרִיָּה",N_N-M-P,Urie,"Urie = ""l'éternel est ma lumière""<br>1) Héthien, mari de Bath-Schéba<br>2) sacrificateur qui fit un autel païen<br>3) sacrificateur qui reconstruisit le mur de Jérusalem<br>4) un prophète tué par Jojakim",ʾūriyyā,m
224,אוּרִים,H,217+אור,pluriel de H217,,N_N-M-T,Urim,"Urim = ""lumières""<br>1) pierres dans un sac sur le pectoral du souverain sacrificateur pour déterminer la décision de Dieu sur certaines questions<br>2) associé à Thummim",ʾūrīm,
225,אוּת,H,,une racine primaire,,V,accepter,"1) consentement, être d'accord",ʾūt,
226,אוֹת,H,225+אות,vient probablement De H225 (sens de apparaître),,N-F,signe,"1) signe, signal<br>  1a) marque distinctive, bannière<br>  1b) souvenir<br>  1c) signe miraculeux<br>2) témoignage, enseigne, étendard, miracle, preuve",ʾōt,
227,אָז,H,,démonstratif,"מֵאָז, אָז",ADV,alors,"1) alors, en ce temps là<br>  1a) expressions de temps<br>     1a1) alors (passé, ou futur)<br>  1b) expressions logiques<br>     1b1) dans ce cas<br>     1b2) ainsi",ʾāz,m
228,אֲזָא,A,,dérivation inconnue,,V,chauffer,"1) rendre chaud, chauffer",ʾăzāʾ,
229,אֶזְבָּ֑י,H,231+אזוב,vient probablement de H231,,N_N-M-P,Ezbaï,"Ezbaï = ""humilité "", ou ""butin"", ""qui luit"" ?<br>1) père de l'un des vaillants hommes de David",ʾezbāy,
230,אַזְדָּא,A,,(araméen) dérivation incertaine,,A,a échappé,1) être parti,ʾazdāʾ,
231,אֵזוֹב,H,,probablement de dérivation étrangère,,N-M,hysope,1) une plante utilisée dans des buts médicinaux ou religieux,ʾēzōv,
232,אֵזוֹר,H,246+אזקים,vient de H246,,N-M,ceinture,"1) vêtement de la taille, élément symbolique le plus important<br>  1a) symbole du pouvoir de Dieu sur les rois (figuré)<br>  1b) symbole de fidélité (métaphorique)",ʾēzōr,
233,אֲזַי,H,227+אז,vient probablement de H227,,ADV,alors,"1) alors, dans ce cas",ʾăzay,
234,אַזְכָּרָה,H,2142+זכר,vient de H2142,,N-F,souvenir,"1) offrande de souvenir, la portion de nourriture offerte est qui est consumée",ʾazkārā,
235,אָזַל,H,,une racine primaire,,V,épuisé,"Uzal = ""va et vient"" voir aussi définition <a href=""strong-hebreu-187.html"" title=""Strong hébreu 0187"">0187</a><br>1) aller, partir, disparaître<br>  1a) être utilisé, évaporé<br>  1b) aller et venir",ʾāzal,
236,אֲזַל,A,235+אזל,(araméen) même mot que H235,,V,alla,"1) aller, sortir, se rendre",ʾăzal,
237,אֶזֶל,H,235+אזל,vient de H235,,N_N--L,ézel,"ézel = ""séparation, départ""<br>1) pierre du souvenir entre Rama et Nob; lieu de la dernière rencontre entre David et Jonathan",ʾezel,
238,אָזַן,H,241+אוזן,une racine primaire,,V,prêter l'oreille,"1) entendre, écouter<br>  1a) prêter l'oreille",ʾāzan,
239,אָזַן,H,238+אזן,une racine primaire [identique à H238 par l'idée de peser ce qui est entendu],,V,il a examiné,"1) peser, tester, prouver, considérer",ʾāzan,
240,אָזֵן,H,238+אזן,vient de H238,,N-M,bagage,"1) outils, armes, bagages",ʾāzēn,
241,אֹ֫זֶן,H,238+אזן,vient de H238,,N-F,entendre,"1) oreille, comme partie du corps<br>2) oreille, comme organe de l'audition<br>3) (subjectif) la réception de la révélation divine",ʾōzen,
242,אֻזֵּן שֶׁאֱרָה,H,238+אזן|7609+שׁארה,vient De H238 et H7609,,N_N--L,Uzzen-Sché éra,"Uzzen-Sché éra = ""l'oreille de Sché éra""<br>1) ville construite par Sché éra, fille d'Ephraïm",ʾuzzēn šeʾĕrā,
