strongNumber,etymDesc,heading,entrycontent
211,dérivation incertaine,Ophir,"Ophir = ""débarrassé des cendres"", ""abondance"", ""richesse""<br>1) onzième fils de Jokthan<br>2) lieu de l'Arabie du sud sur la route du commerce de Salomon où l'or était raffiné<br>3) caractéristique de l'or fin"
212,vient d'une racine du sens de tourner,roue,"1) roue<br>  1a) roue de char<br>  1b) roue de la vision d'Ezéchiel<br>  1c) roues des dix bases dans le temple de Salomon<br>2) à propos, convenable"
213,une racine primaire,se hâter,"1) se presser, être pressé, faire en hâte, être étroit"
214,vient de H686,trésor,"1) trésor, magasin de stockage<br>  1a) trésor (or, argent, etc)<br>  1b) magasin, provision de nourriture ou boisson<br>  1c) arsenal (fig: armurerie de Dieu)<br>  1d) réservoirs (de Dieu pour pluie, neige, vent ...)"
215,une racine primaire,éclairer,"1) être ou devenir brillant, lumière<br>  1a) (devenir lumière: le jour qui paraît<br>  1b) la lumière du soleil"
216,vient de H215,lumière,"1) lumière<br>  1a) lumière du jour<br>  1b) lumière des luminaires célestes (lune, étoiles)<br>  1c) crépuscule<br>  1d) lumière du jour, d'une lampe, de la vie<br>  1e) lumière de la prospérité, de l'instruction, du visage<br>  1f) l'éternel comme lumière d'Israël"
217,vient de H215,feu,"1) flamme, lumière du feu"
218,même mot que H217,Ur,"Ur = ""flamme"", "" éclat"", ""feu""<br>1) ville du sud de la Babylonie, cité des Chaldéens, centre de l'adoration de la lune, demeure du père d'Abraham, et point de départ de la migration d'Abraham vers la Mésopotamie et Canaan"
219,féminin de H216,herbes,1) lumière<br>2) lumière de joie et bonheur (figuré)
220,par transposition pour H723,étables,"1) mangeoire, stalle, étable, crèche"
221,vient de H217,Uri,"Uri = ""ardent, lumière""<br>1) un prince de Juda, fils de Hur, utilisé par Dieu pour préparer le tabernacle<br>2) père d'un intendant de Salomon en Galaad<br>3) un portier du temps d'Esdras qui avait une épouse étrangère"
222,vient De H217 et H410,Uriel,"Uriel = ""El (Dieu) est ma lumière""<br>1) Lévite de la famille de Kehath à l'époque de David<br>2) grand-père maternel d'Abija"
223,vient De H217 et H3050,Urie,"Urie = ""l'éternel est ma lumière""<br>1) Héthien, mari de Bath-Schéba<br>2) sacrificateur qui fit un autel païen<br>3) sacrificateur qui reconstruisit le mur de Jérusalem<br>4) un prophète tué par Jojakim"
224,pluriel de H217,Urim,"Urim = ""lumières""<br>1) pierres dans un sac sur le pectoral du souverain sacrificateur pour déterminer la décision de Dieu sur certaines questions<br>2) associé à Thummim"
225,une racine primaire,accepter,"1) consentement, être d'accord"
226,vient probablement De H225 (sens de apparaître),signe,"1) signe, signal<br>  1a) marque distinctive, bannière<br>  1b) souvenir<br>  1c) signe miraculeux<br>2) témoignage, enseigne, étendard, miracle, preuve"
227,démonstratif,alors,"1) alors, en ce temps là<br>  1a) expressions de temps<br>     1a1) alors (passé, ou futur)<br>  1b) expressions logiques<br>     1b1) dans ce cas<br>     1b2) ainsi"
228,dérivation inconnue,chauffer,"1) rendre chaud, chauffer"
229,vient probablement de H231,Ezbaï,"Ezbaï = ""humilité "", ou ""butin"", ""qui luit"" ?<br>1) père de l'un des vaillants hommes de David"
230,(araméen) dérivation incertaine,a échappé,1) être parti
231,probablement de dérivation étrangère,hysope,1) une plante utilisée dans des buts médicinaux ou religieux
232,vient de H246,ceinture,"1) vêtement de la taille, élément symbolique le plus important<br>  1a) symbole du pouvoir de Dieu sur les rois (figuré)<br>  1b) symbole de fidélité (métaphorique)"
233,vient probablement de H227,alors,"1) alors, dans ce cas"
234,vient de H2142,souvenir,"1) offrande de souvenir, la portion de nourriture offerte est qui est consumée"
235,une racine primaire,épuisé,"Uzal = ""va et vient"" voir aussi définition <a href=""strong-hebreu-187.html"" title=""Strong hébreu 0187"">0187</a><br>1) aller, partir, disparaître<br>  1a) être utilisé, évaporé<br>  1b) aller et venir"
236,(araméen) même mot que H235,alla,"1) aller, sortir, se rendre"
237,vient de H235,ézel,"ézel = ""séparation, départ""<br>1) pierre du souvenir entre Rama et Nob; lieu de la dernière rencontre entre David et Jonathan"
238,une racine primaire,prêter l'oreille,"1) entendre, écouter<br>  1a) prêter l'oreille"
239,une racine primaire [identique à H238 par l'idée de peser ce qui est entendu],il a examiné,"1) peser, tester, prouver, considérer"
240,vient de H238,bagage,"1) outils, armes, bagages"
241,vient de H238,entendre,"1) oreille, comme partie du corps<br>2) oreille, comme organe de l'audition<br>3) (subjectif) la réception de la révélation divine"
242,vient De H238 et H7609,Uzzen-Sché éra,"Uzzen-Sché éra = ""l'oreille de Sché éra""<br>1) ville construite par Sché éra, fille d'Ephraïm"
243,vient De H238 et H8396,Aznoth-thabor,"Aznoth-Thabor = ""sommets du Thabor""<br>1) une paire de collines sur la frontière de Nephthali"
244,vient de H241,Ozni,"Ozni ou Oznite = ""attentif, mon oreille (entendre)""<br>1) fils de Gad<br>2) appartenant à Ozni et ses descendants"
245,vient De H238 et H3050,Azania,"Azania = ""l'éternel entend""<br>1) père de Josué, un Lévite (pas Josué successeur de Moïse)"
246,une variante pour H2131,chaînes,"1) chaînes, menottes"
247,une racine primaire,ceins,"1) ceinture, équipement, vêtement<br>  1a) se ceindre (métaph. : de force)<br>  1b) être ceint"
248,une variante pour H2220,bras,1) bras
249,vient De H2224 (sens de pousser),indigène,1) un natif (un originaire du sol)<br>  1a) homme: Israélites<br>  1b) arbre: Israël
250,patronyme de H2226,Ezrachite,"Ezrachite = ""un natif (provenant du terroir)"", ""levé ""<br>1) de la famille de Zérach"
251,mot primaire,frère,1) frère<br>  1a) frère de mêmes parents<br>  1b) demi-frère (même père)<br>  1c) de la même tribu<br>  1d) l'un pour l'autre
252,(araméen) correspondant à H251,frères,1) frère
253,une variante pour H162,hélas,"1) ah!, hélas!, malheur!"
254,dérivation incertaine,brasier,1) brasier
255,vient probablement de H253,hiboux,"1) animal hurlant<br>  1a) chacal, hyène...<br>  1b) hibou"
256,(Jérémie 29.22) Vient De H251 et H1,Achab,"Achab = ""un frère du père""<br>1) roi d'Israël, fils d'Omri, mari de Jézabel<br>2) faux prophète exécuté par Nebucadnetsar, à l'époque de Jérémie"
257,vient De H251 et H995,Achban,"Achban = ""le frère a discerné """
258,peut-être une racine primaire,rassemble tes forces,"1) aller d'un côté ou d'un autre, tranchant"
259,un numéral qui vient de H258,un,"1) un (le nombre)<br>  1a) un, chaque, un certain, seul, l'autre, premier, onze, onzième"
260,dérivation incertaine (peut-être Egypt.),prairie,"1) roseaux, joncs"
261,vient de H258,Ehud,"Ehud = ""unis"", ""fort""<br>1) ancêtre de Benjamin"
262,vient De H2331 (sens de H2324),ce que je vais dire,1) déclaration
263,(araméen) correspondant à H262,expliquer,"1) déclaration, une explication"
264,vient de H251,fraternité,1) fraternité
265,duplication de H251,Achoach,"Achoach = ""frère du repos"" ou ""chaleur""<br>1) un petit-fils de Benjamin<br>2) peut-être Achija 1 Chroniques 8.7"
266,patronyme de H264,Achochite,"Achochite = ""frère du repos""<br>1) membre du clan d'Achoach"
267,vient peut-être De H251 et H4325,Achumaï,"Achumaï = ""frère de l'eau""<br>1) petit-fils de Schobal, descendant de Juda"
268,vient de H299,reculer,"1) le postérieur, la queue<br>  1a) en arrière, dorénavant, derrière"
269,vient de H251,soeur,1) soeur<br>  1a) soeur (de mêmes parents)<br>  1b) demi-soeur (même père)<br>  1c) (métaphorique) Israël et Juda
270,une racine primaire,saisir,"1) saisir, prendre, prendre possession<br>  1a) être saisi, être pris, être lié<br>  1b) attaché"
271,vient de H270,Achaz,"Achaz = ""il a soutenu""<br>1) roi de Juda, fils de Jotham, père d'Ezéchias<br>2) un Benjamite, fils de Michée, et descendant de Jonathan"
272,vient de H270,propriété ,"1) possession, propriété<br>  1a) terre<br>  1b) possession par héritage"
273,vient de H270,Achzaï,"Achzaï = ""possession"" ou ""clairvoyant""<br>1) sacrificateur descendant d'Immer, après l'exil"
274,vient De H270 et H3050,Achazia,"Achazia = ""l'éternel (Yahvé) a soutenu""<br>1) gouverneur d'Israël, fils d'Achab<br>2) gouverneur de Juda, fils de Joram"
275,vient de H270,Achuzzam,"Achuzzam = ""possession""<br>1) homme de Juda"
276,variante de H272,Ahuzath,"Ahuzath = ""possession""<br>1) ami d'Abimélec"
277,vient de H251,Achi,"Achi = ""un frère"" ou ""il y a un frère (l'Eternel""<br>1) un chef de famille de Gad<br>2) un Asérite"
278,probablement même mot que H277,éhi,"éhi = ""mon frère""<br>1) fils de Benjamin"
279,vient De H251 et H517,Achiam,"Achiam = ""frère de la mère (oncle)""<br>1) un des vaillants hommes de David"
280,(araméen) correspondant à H2420,énigmes,"1) problème, énigme, puzzle"
281,vient De H251 et H3050,Achija 20,"Achija = ""frère de Yahvé "" ou ""Yahvé est frère""<br>1) petit-fils de Phinées<br>2) scribe de Salomon<br>3) un prophète qui prédit la révolte des tribus du nord<br>4) père de Baescha, qui usurpa le trône du nord<br>5) petit-fils d'Hetsron <br>6) Benjamite, fils d'Echud<br>7) un des héros de David<br>8) un Lévite à l'époque de David<br>9) un chef sous Néhémie"
282,vient De H251 et H1935,Ahihud,"Ahihud = ""frère digne de louanges""<br>1) prince de Aser"
283,vient de H251,Achjo,"Achjo = ""fraternel""<br>1) fils d'Abinadab, frère d'Uzza, les deux frères conduisant le char où était l'arche<br>2) Benjamite, fils d'Elpaal<br>3) Benjamite, fils de Jeïel par sa femme Maaca"
284,vient De H251 et H2330,Achichud,"Achichud = ""frère du mystère""<br>1) un Benjamite, fils d'Echud"
285,vient De H251 et H2898,Achithub,"Achithub = ""frère de bienveillance""<br>1) fils de Phinées et petit-fils d'Eli<br>2) fils d'Amaria, père de Tsadok (2 Samuel 8.17)<br>3) fils d'un autre Amaria, grand père d'un autre Tsadok (2 Samuel 8.17)"
286,vient De H251 et H3205,Achilud,"Achilud = ""frère du fils""<br>1) père de Josaphat, recenseur de David<br>2) père de Baana, un intendant de Salomon"
287,vient De H251 et H4191,Achimoth,"Achimoth = ""frère de la mort"" ou ""mon frère est mort""<br>1) Lévite, fils d'Elkana"
288,vient De H251 et H4428,Achimélec,"Achimélec = ""frère d'un roi"" ou frère de Mélec"" (Mélec =""roi"")<br>1) sacrificateur tué par Doëg, à la demande de Saïl, pour assistance à David<br>2) guerrier Héthien sous David"
289,vient De H251 et H4480,Ahiman,"Ahiman = ""frère d'un don""<br>1) un fils de Anak<br>2) un serviteur Lévite dans le temple"
290,vient De H251 et l'équivalent de H4619,Achimaats,"Achimaats = ""frère irascible""<br>1) beau-père de Saïl<br>2) fils de Tsadok qui aida David pendant la révolte d'Absalom<br>3) un intendant de Salomon"
291,vient de H251,Achjan,"Achjan = ""fraternel""<br>1) descendant de Manassé, de la famille de Schemida"
292,vient De H251 et H5068,Achinadab,"Achinadab = ""frère généreux, libéral, ou noble""<br>1) Intendant de Salomon à Mahanaïm"
293,vient De H251 et H5278,Achinoam,"Achinoam = ""frère de grâce""<br>1) épouse de Saïl, fille de Achimaats<br>2) épouse de David, mère de Amnon, de Jizreel"
294,vient De H251 et H5564,Ahisamac,"Ahisamac = ""frère du soutien""<br>1) homme de Dan, père de Oholiab, travailleur au tabernacle"
295,vient De H251 et H5828,Ahiézer,"Ahiézer = ""frère du secours""<br>1) chef de Dan qui assista Moïse<br>2) chef de Dan, un des héros de David"
296,vient De H251 et H6965,Achikam,"Achikam = ""frère de celui qui s'élève""<br>1) fils de Schaphan, un officier sous le règne de Josias<br>2) protecteur de Jérémie<br>3) père de Guedalia"
297,vient De H251 et H7311,Achiram,"Achiram = ""frère élevé ""<br>1) Benjamite, fils de Benjamin<br>2) Achrach (1 Chroniques 8.1) est sans doute le même nom"
298,patronyme de H297,Achiramites,"Achiramites = ""frère de la mère (oncle)""<br>1) membres du clan d'Achiram"
299,vient De H251 et H7451,Ahira,"Ahira = ""frère du mal""<br>1) un chef de Nephthali"
300,vient De H251 et H7837,Achischachar,"Achischachar = ""frère de l'aurore""<br>1) descendant de Benjamin par Jediaël et Bilhan"
301,vient De H251 et H7891,Achischar,"Achischar = ""frère d'un chanteur""<br>1) fonctionnaire de la maison de Salomon"
302,vient De H251 et H8602,Achitophel,"Achitophel = ""frère de la folie""<br>1) un conseiller de David, grand-père de Bath-Schéba (cf 2 Samuel 11.3, 23.34), qui rejoint Absalom en révolte contre David, et qui se suicida quand Absalom n'écouta plus ses conseils"
303,vient de la même racine que H2459,Achlal,"Achlal = ""endroit riche et fertile""<br>1) ville attribuée à Aser, site actuellement inconnu"
304,même mot que H305,Achlaï,"Achlaï = ""Plaise à Dieu!""<br>1) fils de Schéschan<br>2) père de l'un des héros de David (vaillants hommes)"
305,vient probablement De H253 et variante de H3863,Oh,1) Oh! que... !; que ceci arrive !
306,vient peut-être De H2492 (pierre de rêve),améthyste,"1) pierre du 3ème rang sur le pectoral du souverain sacrificateur; variété transparente de quartz, limpide, pourpre, ou d'un violet tirant sur le bleu"
307,(araméen) dérivation du Perse,Achmetha,"Achmetha : sans doute Ecbatane, Hamadan moderne<br>1)) capitale de la Médie, prise par Cyrus en 550 av.JC et résidence d'été des rois de Perse"
308,dérivation incertaine,Achasbaï,"Achasbaï = ""frère de ceux qui m'environnent""<br>1) père de éliphéleth, un des héros de David"
309,une racine primaire,tard,"1) retarder, hésiter, différer, rester derrière"
310,vient de H309,après,"1) après, derrière (un lieu), ensuite (dans le temps)"
311,(araméen) correspondant à H310,après ce temps-ci,1) après
312,vient de H309,autre,"1) un autre, autre, suivant<br>  1a) suivant : ultérieur<br>  1b) autre : différent"
313,même mot que H312,Acher,"Acher = ""un autre""<br>1) a Benjamite"
314,vient de H309,dernier,"1) derrière, suivant, subséquent, de l'ouest"
315,vient De H310 et H251,Achrach,"Achrach = ""un frère suivant""<br>1) un fils de Benjamin"
316,vient De H310 et H2426,Acharchel,"Acharchel = peut-être ""la force a subsisté ""<br>1) un descendant de Juda par Caleb"
317,(araméen) vient de H311,un autre,"1) autre, un autre"
318,vient de H317,en dernier lieu,"1) fin, résultat"
319,vient de H310,fin,"1) dernière partie, fin<br>  1a) fin, issue<br>  1b) dernier temps (prophétique)<br>  1c) postérité<br>  1d) dernier"
320,"(araméen) vient de H311, même mot que H319",suite,"1) fin, dernier"
321,"(araméen) vient de H311, même mot que H317",autre,"1) autre, un autre"
322,prolongation de H268,reculer,"1) en arrière, reculer, la queue"
323,dérivation du vieux perse,satrapes,"satrapes = ""gouverneurs du pays""<br>1) satrape: le gouverneur d'une province Perse, autorité civile et militaire"
324,(araméen) correspondant à H323,satrapes,"1) satrape: gouverneur d'une province de Perse, haut fonctionnaire de l'empire Babylonien, et du royaume de Darius le Mède"
325,(Esther 10.1) origine vieux persan,Assuérus,"Assuérus = ""je serai silencieux et pauvre"" = ""le chef des gouverneurs"" ? <br>1) titre du roi de Perse, probablement Xerxès"
326,probablement dérivation du Perse,Achaschthari,"Haahashtari = ""je chercherai avec diligence""<br>1) un descendant de Aschchur de Juda"
327,d'origine Perse,juments,1) coursier royal
328,vient peut-être d'une racine du sens de déplacement lent,doucement,"1) douceur, lenteur<br>  1a) doucement, coulant<br>  1b) enchanteur, nécromancien"
329,vient d'une racine du sens probable de percer ou accélérer,Athad,"Athad ="" épine""<br>1) ronce, épine<br>2) l'aire d'Athad, du sens d'épine, aussi appelée Abel-Mitsraïm puis Beth-Hogla était située à l'ouest du Jourdain entre le Jourdain et Jéricho"
330,vient d'une racine du sens probable de lier,fil,"1) toile, fil"
331,une racine primaire,ferme,"1) fermer, se taire, clore<br>  1a) fermer, arrêter les lèvres<br>  1b) pour le méchant, fermer les oreilles (figuré)"
332,une racine primaire,ferme,"1) fermer<br>  1a) se taire, clore<br>  1b) fermer sa bouche"
333,vient de H332,Ather,"Ather = ""lié, enfermé ""<br>1) exilé descendant d'Ezéchias<br>2) portier Lévite exilé (peut-être le même que<br>1)<br>3) chef Israélite qui scella l'alliance de Néhémie"
